Chr,Start,End,Rep.TSS,Strand,Location,GeneID,TranscriptID
KhC11,3621374,3621374,3621374,+,TSS,KH.C11.667,KH.C11.667.v1.A.nonSL4-1
KhC1,4154772,4154785,4154785,+,intergenic,KH.C1.1013,KH.C1.1013.v1.A.ND1-1
KhL94,11682,11740,11703,+,intergenic,No_transcripts,No_transcripts
KhC7,1244533,1244537,1244536,-,TSS,KH.C7.369,KH.C7.369.v1.C.nonSL2-1
KhC11,3053359,3053362,3053362,+,TSS,KH.C11.212,KH.C11.212.v1.A.ND1-1
KhC8,1868321,1868373,1868337,+,TSS,KH.C8.177,KH.C8.177.v1.A.nonSL4-1
KhC8,608134,608134,608134,-,TSS,KH.C8.433,KH.C8.433.v2.B.nonSL2-1
KhL63,44728,44783,44760,+,TSS,KH.L63.9,KH.L63.9.v1.B.nonSL3-1
KhC7,4999037,4999149,4999100,+,TSS,KH.C7.619,KH.C7.619.v1.A.nonSL7-1
KhS595,5616,5643,5638,-,TSS,KH.S595.7,KH.S595.7.v1.A.nonSL5-1
KhC8,4717861,4717894,4717865,+,intergenic,KH.C8.693,KH.C8.693.v1.A.ND1-1
KhC1,6137279,6137351,6137296,+,intergenic,KH.C1.236,KH.C1.236.v1.B.nonSL2-1
KhC2,1641265,1641319,1641305,+,TSS,KH.C2.61,KH.C2.61.v1.A.nonSL11-1
KhC2,6504953,6505054,6505011,-,TSS,KH.C2.225,KH.C2.225.v1.C.nonSL2-1
KhC8,941209,941297,941251,-,TSS,KH.C8.170,KH.C8.170.v1.A.nonSL4-1
KhL154,173040,173043,173043,-,intergenic,KH.L154.4,KH.L154.4.v1.A.ND2-1
KhC11,2760659,2760672,2760662,-,TSS,KH.C11.246,KH.C11.246.v1.A.ND1-1
KhS831,1135,1135,1135,+,TSS,KH.S831.2,KH.S831.2.v1.A.nonSL1-1
KhC14,2079294,2079326,2079326,+,TSS,KH.C14.306,KH.C14.306.v1.A.nonSL7-1
KhC9,1922148,1922237,1922162,-,5UTR,KH.C9.380,KH.C9.380.v2.A.SL2-1
KhC9,5868738,5868793,5868793,+,intergenic,KH.C9.817,KH.C9.817.v1.C.ND1-1
KhS2008,1591,1591,1591,-,intergenic,No_transcripts,No_transcripts
KhC1,7305174,7305205,7305180,-,TSS,KH.C1.795,KH.C1.795.v1.A.nonSL2-1
KhS534,897,911,907,+,TSS,KH.S534.9,KH.S534.9.v1.A.nonSL2-1
KhC2,365779,365827,365790,-,TSS,KH.C2.104,KH.C2.104.v1.A.nonSL1-1
KhC1,6778448,6778515,6778510,-,TSS,KH.C1.262,KH.C1.262.v1.A.nonSL3-1
KhC14,3206283,3206385,3206349,-,5UTR,KH.C14.303,KH.C14.303.v1.C.SL2-1
KhS688,675,733,709,+,intergenic,KH.S688.4,KH.S688.4.v1.A.ND1-1
KhC7,501122,501152,501126,+,TSS,KH.C7.737,KH.C7.737.v1.A.nonSL3-1
KhC6,310316,310351,310346,+,TSS,KH.C6.283,KH.C6.283.v1.A.nonSL30-1
KhS2224,3256,3276,3256,-,intergenic,No_transcripts,No_transcripts
KhS369,50041,50041,50041,-,intergenic,KH.S369.1,KH.S369.1.v2.A.ND2-1
KhC3,6578662,6578669,6578669,-,TSS,KH.C3.896,KH.C3.896.v1.C.nonSL8-1
KhL112,153555,153606,153564,-,TSS,KH.L112.14,KH.L112.14.v1.A.nonSL5-1
KhC2,3005050,3005084,3005054,+,TSS,KH.C2.415,KH.C2.415.v1.A.nonSL7-1
KhS1334,968,972,968,-,intergenic,KH.S1334.2,KH.S1334.2.v1.B.nonSL2-1
KhL147,121157,121174,121157,+,TSS,KH.L147.3,KH.L147.3.v1.A.nonSL10-1
KhS390,38950,38952,38950,+,intergenic,KH.S390.12,KH.S390.12.v1.A.nonSL2-1
KhC9,1713566,1713567,1713566,-,intergenic,KH.C9.26,KH.C9.26.v1.A.ND1-1
KhC8,6029100,6029104,6029104,+,TSS,KH.C8.100,KH.C8.100.v2.A.ND1-1
KhS562,36034,36092,36092,-,TSS,KH.S562.6,KH.S562.6.v1.A.ND1-1
KhC2,462223,462273,462229,+,intron,KH.C2.411,KH.C2.411.v1.A.SL1-1
KhL4,263994,264082,264002,+,TSS,KH.L4.10,KH.L4.10.v1.A.nonSL20-1
KhL20,4292,4292,4292,+,TSS,KH.L20.54,KH.L20.54.v1.A.nonSL1-1
KhC10,230959,230962,230959,+,TSS,KH.C10.9,KH.C10.9.v1.A.nonSL3-1
KhS908,17324,17326,17324,+,TSS,KH.S908.1,KH.S908.1.v1.A.nonSL6-1
KhC1,2224468,2224484,2224474,+,TSS,KH.C1.399,KH.C1.399.v1.A.nonSL4-1
KhL149,224679,224682,224681,+,TSS,KH.L149.28,KH.L149.28.v1.A.nonSL3-1
KhC1,3255526,3255558,3255543,-,TSS,KH.C1.621,KH.C1.621.v1.A.nonSL6-1
KhC7,1516240,1516286,1516264,-,TSS,KH.C7.309,KH.C7.309.v4.A.nonSL8-1
KhL162,46234,46242,46242,-,intron,KH.L162.9,KH.L162.9.v1.A.SL2-1
KhC11,1557939,1557975,1557943,-,intergenic,KH.C11.564,KH.C11.564.v1.A.ND1-1
KhL147,37170,37201,37199,+,intergenic,KH.L147.8,KH.L147.8.v1.A.ND1-1
KhC5,1325540,1325540,1325540,+,intergenic,KH.C5.580,KH.C5.580.v1.A.ND1-1
KhS621,33528,33530,33528,+,intron,KH.S621.3,KH.S621.3.v1.A.ND1-1
KhC2,7720000,7720007,7720000,+,TSS,KH.C2.277,KH.C2.277.v2.A.nonSL2-1
KhL143,33972,33985,33974,-,intergenic,No_transcripts,No_transcripts
KhC1,9156885,9156917,9156915,-,TSS,KH.C1.828,KH.C1.828.v1.A.nonSL3-1
KhL51,17349,17421,17390,-,TSS,KH.L51.6,KH.L51.6.v1.A.nonSL2-1
KhC9,3927363,3927363,3927363,-,TSS,KH.C9.183,KH.C9.183.v1.A.ND1-1
KhC8,2813027,2813120,2813095,+,TSS,KH.C8.28,KH.C8.28.v1.A.nonSL4-1
KhL142,40460,40498,40479,-,TSS,KH.L142.1,KH.L142.1.v1.A.nonSL17-1
KhL132,73542,73564,73543,+,TSS,KH.L132.8,KH.L132.8.v1.A.nonSL8-1
KhC10,1709286,1709384,1709355,-,TSS,KH.C10.197,KH.C10.197.v1.A.ND1-1
KhC9,4164542,4164605,4164542,+,TSS,KH.C9.223,KH.C9.223.v1.A.ND1-1
KhC9,3396622,3396639,3396625,-,intergenic,KH.C9.568,KH.C9.568.v1.C.ND1-1
KhS695,22293,22293,22293,+,intergenic,KH.S695.4,KH.S695.4.v2.C.ND1-1
KhL39,32666,32677,32677,+,intron,KH.L39.1,KH.L39.1.v9.A.SL4-1
KhC14,3882310,3882320,3882320,-,TSS,KH.C14.318,KH.C14.318.v1.A.nonSL9-1
KhS1391,3105,3176,3129,+,TSS,KH.S1391.2,KH.S1391.2.v1.A.nonSL10-1
KhL152,371904,371913,371913,+,intergenic,No_transcripts,No_transcripts
KhC12,1608213,1608216,1608213,-,TSS,KH.C12.289,KH.C12.289.v1.C.nonSL3-1
KhL172,52490,52490,52490,-,TSS,KH.L172.28,KH.L172.28.v1.A.nonSL2-2
KhL170,121737,121772,121749,+,TSS,KH.L170.23,KH.L170.23.v1.A.nonSL6-1
KhL154,228248,228248,228248,-,TSS,KH.L154.7,KH.L154.7.v1.A.nonSL2-1
KhC3,1718603,1718671,1718636,+,intergenic,KH.C3.421,KH.C3.421.v1.A.ND1-1
KhS346,58046,58046,58046,-,TSS,KH.S346.6,KH.S346.6.v1.A.ND1-1
KhC2,4510934,4511001,4510965,+,5UTR,KH.C2.815,KH.C2.815.v1.A.ND1-1
KhS775,18827,18827,18827,+,TSS,KH.S775.5,KH.S775.5.v1.A.ND1-1
KhL139,124667,124736,124711,-,5UTR,KH.L139.9,KH.L139.9.v1.A.SL3-1
KhS1840,1179,1181,1179,+,TSS,KH.S1840.1,KH.S1840.1.v2.A.nonSL2-1
KhC11,4418853,4418920,4418898,-,5UTR,KH.C11.644,KH.C11.644.v1.A.nonSL2-1
KhC10,752323,752393,752343,-,intergenic,KH.C10.196,KH.C10.196.v1.A.nonSL4-1
KhC5,3403080,3403202,3403108,-,TSS,KH.C5.286,KH.C5.286.v1.A.nonSL7-1
KhS1042,8959,8959,8959,-,intergenic,KH.S1042.4,KH.S1042.4.v1.C.ND1-1
KhC11,4558570,4558663,4558598,-,TSS,KH.C11.128,KH.C11.128.v1.A.ND1-1
KhC9,4499052,4499052,4499052,+,intergenic,KH.C9.487,KH.C9.487.v1.A.ND1-1
KhC12,1707405,1707408,1707408,+,TSS,KH.C12.688,KH.C12.688.v1.A.nonSL5-1
KhL55,8147,8170,8155,-,TSS,KH.L55.3,KH.L55.3.v1.A.nonSL25-1
KhC9,5518098,5518102,5518099,-,intergenic,KH.C9.400,KH.C9.400.v1.A.ND1-1
KhS761,7336,7458,7420,+,intergenic,KH.S761.7,KH.S761.7.v1.A.nonSL2-1
KhC2,6103710,6103734,6103712,-,TSS,KH.C2.731,KH.C2.731.v1.A.nonSL6-1
KhL95,825,918,867,+,TSS,KH.L95.9,KH.L95.9.v1.A.nonSL3-1
KhC12,235202,235202,235202,-,TSS,KH.C12.92,KH.C12.92.v2.A.ND1-1
KhL41,87387,87388,87387,+,intergenic,KH.L41.24,KH.L41.24.v1.A.ND1-1
KhC8,2302635,2302676,2302658,-,TSS,KH.C8.513,KH.C8.513.v2.A.ND1-1
KhL153,701187,701245,701209,-,TSS,KH.L153.71,KH.L153.71.v1.A.ND1-1
KhC14,4511110,4511143,4511143,-,intergenic,KH.C14.66,KH.C14.66.v1.C.nonSL4-1
KhC1,2461381,2461387,2461387,+,intergenic,KH.C1.973,KH.C1.973.v1.B.ND1-1
KhC3,4233475,4233510,4233478,-,intergenic,KH.C3.814,KH.C3.814.v1.C.nonSL1-1
KhC10,3298884,3298887,3298884,-,TSS,KH.C10.531,KH.C10.531.v1.A.nonSL4-1
KhC10,824835,824964,824874,+,5UTR,KH.C10.216,KH.C10.216.v1.A.SL4-2
KhC2,1398665,1398665,1398665,-,TSS,KH.C2.414,KH.C2.414.v1.A.ND1-1
KhC2,7539333,7539362,7539333,+,intron,KH.C2.97,KH.C2.97.v1.A.SL5-1
KhC11,4173163,4173181,4173166,+,intergenic,KH.C11.328,KH.C11.328.v1.A.nonSL3-1
KhC3,2335281,2335281,2335281,-,intergenic,KH.C3.318,KH.C3.318.v1.C.ND1-1
KhC5,1904222,1904263,1904262,+,TSS,KH.C5.463,KH.C5.463.v1.A.nonSL2-1
KhC12,2487813,2487955,2487935,+,TSS,KH.C12.283,KH.C12.283.v1.A.nonSL5-1
KhC1,1211325,1211342,1211340,-,5UTR,KH.C1.445,KH.C1.445.v1.A.ND1-1
KhC2,6971139,6971261,6971174,+,TSS,KH.C2.790,KH.C2.790.v1.A.nonSL12-1
KhC7,4961708,4961708,4961708,+,TSS,KH.C7.140,KH.C7.140.v1.A.ND1-1
KhL153,109654,109667,109654,-,intergenic,KH.L153.16,KH.L153.16.v1.A.ND2-1
KhS1598,4383,4430,4427,-,TSS,KH.S1598.1,KH.S1598.1.v1.B.nonSL3-1
KhC8,2217356,2217360,2217356,-,intergenic,KH.C8.657,KH.C8.657.v1.A.ND1-1
KhC7,1332690,1332690,1332690,+,intergenic,KH.C7.136,KH.C7.136.v1.A.ND1-1
KhC14,3156304,3156306,3156306,-,TSS,KH.C14.607,KH.C14.607.v1.A.nonSL2-1
KhC4,4282643,4282691,4282643,-,intron,KH.C4.121,KH.C4.121.v1.A.SL2-1
KhC6,43610,43610,43610,+,TSS,KH.C6.78,KH.C6.78.v2.A.ND1-2
KhL157,103317,103366,103320,-,TSS,KH.L157.1,KH.L157.1.v1.A.nonSL7-1
KhL153,314218,314289,314220,+,TAS,KH.L153.45,KH.L153.45.v2.A.SL1-1
KhC3,3622734,3622794,3622782,+,TSS,KH.C3.495,KH.C3.495.v1.A.nonSL2-1
KhC9,4460129,4460129,4460129,+,TSS,KH.C9.87,KH.C9.87.v3.A.nonSL2-2
KhC8,4476823,4476825,4476823,-,TSS,KH.C8.710,KH.C8.710.v1.A.ND1-1
KhC7,2097442,2097491,2097491,-,intergenic,KH.C7.722,KH.C7.722.v1.C.ND1-1
KhC10,4698750,4698818,4698779,-,intergenic,KH.C10.40,KH.C10.40.v1.A.nonSL1-2
KhL18,284574,284611,284607,-,5UTR,KH.L18.31,KH.L18.31.v1.A.SL2-1
KhS1042,10875,10875,10875,+,intron,KH.S1042.3,KH.S1042.3.v1.A.ND1-1
KhC8,2888921,2888924,2888921,+,TSS,KH.C8.374,KH.C8.374.v1.A.nonSL5-1
KhC2,2271302,2271308,2271306,+,TSS,KH.C2.716,KH.C2.716.v1.A.nonSL3-1
KhS164,209988,209988,209988,+,TSS,KH.S164.7,KH.S164.7.v1.A.nonSL1-1
KhS1926,3610,3640,3610,-,intergenic,No_transcripts,No_transcripts
KhC11,4497716,4497799,4497751,-,TSS,KH.C11.29,KH.C11.29.v1.A.nonSL2-1
KhC8,2845109,2845200,2845145,-,TSS,KH.C8.216,KH.C8.216.v2.A.nonSL4-1
KhC7,4421045,4421066,4421066,-,intergenic,KH.C7.811,KH.C7.811.v1.A.ND1-1
KhL131,14787,14873,14804,-,TSS,KH.L131.7,KH.L131.7.v2.A.nonSL23-1
KhS534,35449,35483,35449,-,TSS,KH.S534.1,KH.S534.1.v1.B.nonSL32-1
KhC14,786628,786629,786629,-,TSS,KH.C14.52,KH.C14.52.v1.A.nonSL1-1
KhC1,7207931,7207944,7207936,+,TSS,KH.C1.748,KH.C1.748.v1.A.nonSL13-1
KhC2,7334804,7334841,7334841,+,TSS,KH.C2.87,KH.C2.87.v1.A.nonSL2-1
KhC5,1850262,1850272,1850266,-,intergenic,KH.C5.362,KH.C5.362.v1.A.nonSL4-1
KhL132,63864,63973,63864,-,TSS,KH.L132.18,KH.L132.18.v1.A.nonSL2-1
KhC11,2726294,2726397,2726303,-,intergenic,KH.C11.106,KH.C11.106.v1.C.ND1-1
KhC13,112212,112240,112221,-,TSS,KH.C13.130,KH.C13.130.v1.C.nonSL1-1
KhC2,6506243,6506268,6506258,+,5UTR,KH.C2.868,KH.C2.868.v2.A.nonSL10-1
KhC3,3569773,3569814,3569781,+,intergenic,KH.C3.837,KH.C3.837.v1.C.ND1-1
KhC12,1667737,1667737,1667737,+,intron,KH.C12.518,KH.C12.518.v1.A.ND1-1
KhC9,894833,894863,894841,-,TSS,KH.C9.389,KH.C9.389.v1.A.nonSL3-1
KhC3,5340030,5340054,5340041,+,intergenic,KH.C3.210,KH.C3.210.v1.C.nonSL4-1
KhC12,2494768,2494768,2494768,+,intron,KH.C12.497,KH.C12.497.v1.A.nonSL2-1
KhC1,6452660,6452710,6452697,+,TSS,KH.C1.1102,KH.C1.1102.v1.A.ND1-1
KhS733,10438,10506,10467,-,TSS,KH.S733.2,KH.S733.2.v1.A.ND1-1
KhC2,137548,137608,137585,+,intergenic,KH.C2.210,KH.C2.210.v1.A.ND1-1
KhC13,1451918,1451923,1451920,+,intergenic,KH.C13.15,KH.C13.15.v1.C.ND1-1
KhC5,1105759,1105786,1105786,-,intergenic,KH.C5.333,KH.C5.333.v1.A.ND1-1
KhS1494,1694,1730,1728,-,intron,KH.S1494.1,KH.S1494.1.v1.A.nonSL1-1
KhS1334,1505,1534,1512,+,TSS,KH.S1334.1,KH.S1334.1.v1.B.nonSL6-1
KhC4,2468354,2468393,2468389,-,TSS,KH.C4.515,KH.C4.515.v1.A.nonSL8-1
KhC7,3912251,3912252,3912251,+,intergenic,KH.C7.114,KH.C7.114.v1.A.ND1-1
KhC1,4853556,4853580,4853568,-,TSS,KH.C1.358,KH.C1.358.v1.A.nonSL6-1
KhC8,5202089,5202112,5202112,+,TSS,KH.C8.11,KH.C8.11.v4.A.ND3-1
KhL141,513324,513350,513341,-,intergenic,KH.L141.24,KH.L141.24.v1.A.ND1-1
KhC7,2877917,2877979,2877917,+,TSS,KH.C7.546,KH.C7.546.v2.A.nonSL10-1
KhL134,85437,85440,85438,+,TSS,KH.L134.4,KH.L134.4.v3.A.nonSL8-1
KhS2353,1143,1155,1145,+,intron,KH.S2353.1,KH.S2353.1.v1.A.nonSL1-1
KhC10,218637,218661,218642,+,intergenic,KH.C10.9,KH.C10.9.v1.A.ND1-1
KhC5,2965048,2965092,2965048,+,intron,KH.C5.275,KH.C5.275.v3.A.ND2-1
KhC7,4014936,4014938,4014936,-,TSS,KH.C7.67,KH.C7.67.v1.C.nonSL2-1
KhC10,4519340,4519340,4519340,+,intron,KH.C10.277,KH.C10.277.v1.A.SL1-1
KhL28,48808,48828,48814,-,TSS,KH.L28.2,KH.L28.2.v1.A.ND1-1
KhL133,14169,14211,14172,+,5UTR,KH.L133.5,KH.L133.5.v1.A.nonSL7-1
KhC10,1374427,1374494,1374444,+,TSS,KH.C10.411,KH.C10.411.v1.A.ND1-1
KhL9,89360,89386,89360,+,TSS,KH.L9.33,KH.L9.33.v1.A.nonSL11-1
KhL96,707760,707791,707773,-,TSS,KH.L96.66,KH.L96.66.v1.A.nonSL5-1
KhC1,2614855,2614921,2614915,-,TSS,KH.C1.567,KH.C1.567.v2.A.nonSL15-1
KhC8,2359911,2359911,2359911,-,TSS,KH.C8.209,KH.C8.209.v1.A.nonSL2-1
KhC4,2611259,2611324,2611324,-,TSS,KH.C4.19,KH.C4.19.v1.A.nonSL5-1
KhS605,17818,17841,17841,+,TSS,KH.S605.3,KH.S605.3.v1.A.nonSL3-1
KhC1,2617192,2617192,2617192,+,TSS,KH.C1.921,KH.C1.921.v1.A.nonSL2-1
KhL141,122538,122544,122541,-,intergenic,KH.L141.77,KH.L141.77.v1.A.nonSL8-1
KhC9,2849130,2849226,2849197,+,TSS,KH.C9.634,KH.C9.634.v1.A.nonSL7-1
KhC1,7496161,7496216,7496169,+,TSS,KH.C1.501,KH.C1.501.v1.A.nonSL4-1
KhC13,235083,235157,235145,+,intergenic,KH.C13.157,KH.C13.157.v1.A.ND1-1
KhC2,6550948,6550978,6550948,+,TSS,KH.C2.621,KH.C2.621.v1.A.nonSL20-1
KhC8,5051194,5051246,5051196,+,TSS,KH.C8.608,KH.C8.608.v1.A.nonSL4-1
KhL173,44902,44993,44976,+,TSS,KH.L173.5,KH.L173.5.v3.A.nonSL3-1
KhS659,30301,30345,30335,+,intron,KH.S659.4,KH.S659.4.v1.C.ND1-1
KhC11,4992004,4992079,4992030,-,intergenic,KH.C11.572,KH.C11.572.v1.A.nonSL2-1
KhC7,830259,830285,830266,+,5UTR,KH.C7.405,KH.C7.405.v1.A.ND1-1
KhC12,4941265,4941289,4941270,+,intron,KH.C12.678,KH.C12.678.v1.A.ND1-1
KhL8,135092,135092,135092,-,intergenic,KH.L8.7,KH.L8.7.v1.B.ND1-1
KhC7,1650439,1650501,1650445,-,TSS,KH.C7.643,KH.C7.643.v1.C.nonSL6-1
KhC8,4628524,4628607,4628524,+,TSS,KH.C8.404,KH.C8.404.v1.A.nonSL3-1
KhC11,3852907,3852924,3852924,+,TSS,KH.C11.419,KH.C11.419.v2.A.nonSL3-1
KhC6,2343369,2343403,2343386,-,TSS,KH.C6.140,KH.C6.140.v1.A.nonSL3-1
KhL59,21637,21682,21662,-,TSS,KH.L59.10,KH.L59.10.v1.A.nonSL6-1
KhC12,2138622,2138635,2138635,-,intergenic,KH.C12.675,KH.C12.675.v1.A.nonSL2-1
KhC3,5436531,5436570,5436564,-,TSS,KH.C3.340,KH.C3.340.v1.A.nonSL3-1
KhC8,840962,841016,841013,-,TSS,KH.C8.46,KH.C8.46.v1.A.nonSL6-1
KhL34,105321,105342,105328,-,TSS,KH.L34.2,KH.L34.2.v2.A.nonSL3-1
KhL25,119776,119806,119799,-,TSS,KH.L25.13,KH.L25.13.v1.A.nonSL2-1
KhC9,6472765,6472812,6472795,-,intergenic,KH.C9.833,KH.C9.833.v1.A.nonSL3-1
KhC3,441255,441293,441269,-,TSS,KH.C3.9,KH.C3.9.v1.A.nonSL5-1
KhC11,4942336,4942336,4942336,+,TSS,KH.C11.361,KH.C11.361.v1.A.nonSL5-1
KhC14,1713969,1714003,1714003,-,TSS,KH.C14.250,KH.C14.250.v1.A.nonSL4-1
KhC5,3785215,3785253,3785215,+,TSS,KH.C5.116,KH.C5.116.v1.A.nonSL2-1
KhC2,1348954,1349014,1348982,+,TSS,KH.C2.1057,KH.C2.1057.v1.A.nonSL6-1
KhC1,7442588,7442599,7442593,-,intergenic,KH.C1.105,KH.C1.105.v1.A.ND1-1
KhC1,8239860,8239900,8239860,-,intergenic,KH.C1.689,KH.C1.689.v1.A.ND1-1
KhC7,4190950,4190951,4190951,+,intron,KH.C7.644,KH.C7.644.v1.A.nonSL3-1
KhS115,153614,153655,153623,+,TSS,KH.S115.18,KH.S115.18.v1.A.nonSL7-1
KhC9,5650092,5650095,5650095,+,TSS,KH.C9.371,KH.C9.371.v1.A.nonSL4-1
KhL17,5432,5464,5464,+,TSS,KH.L17.8,KH.L17.8.v1.A.nonSL2-1
KhC2,6796692,6796811,6796766,-,TSS,KH.C2.571,KH.C2.571.v1.A.ND1-1
KhC4,1926397,1926397,1926397,-,TSS,KH.C4.340,KH.C4.340.v1.A.ND1-1
KhL37,457975,457977,457977,-,TSS,KH.L37.56,KH.L37.56.v1.A.nonSL3-1
KhC3,522058,522124,522081,+,TSS,KH.C3.658,KH.C3.658.v1.A.nonSL4-1
KhC1,8133978,8134017,8133978,-,TSS,KH.C1.589,KH.C1.589.v1.A.ND1-1
KhC12,485492,485506,485506,-,intron,KH.C12.207,KH.C12.207.v1.A.ND2-2
KhL119,106334,106334,106334,+,intron,KH.L119.16,KH.L119.16.v2.A.SL2-1
KhL19,113001,113001,113001,-,TSS,KH.L19.1,KH.L19.1.v1.A.ND1-1
KhC4,2395122,2395143,2395136,-,5UTR,KH.C4.459,KH.C4.459.v1.A.ND2-2
KhC11,1476757,1476757,1476757,+,TSS,KH.C11.605,KH.C11.605.v1.A.nonSL1-1
KhC1,3205020,3205060,3205020,+,TSS,KH.C1.1230,KH.C1.1230.v1.A.nonSL2-1
KhL66,3392,3404,3404,+,TSS,KH.L66.2,KH.L66.2.v1.A.nonSL4-1
KhC2,470595,470612,470597,+,intergenic,KH.C2.904,KH.C2.904.v1.A.nonSL1-1
KhC7,5565661,5565664,5565661,+,TSS,KH.C7.580,KH.C7.580.v1.A.nonSL2-1
KhC2,3812532,3812656,3812532,-,TSS,KH.C2.1011,KH.C2.1011.v1.A.nonSL5-1
KhC9,3738118,3738118,3738118,-,TSS,KH.C9.355,KH.C9.355.v1.A.nonSL1-1
KhS1750,4955,4991,4967,+,intron,KH.S1750.1,KH.S1750.1.v1.A.ND1-1
KhC8,6356292,6356356,6356294,-,TSS,KH.C8.857,KH.C8.857.v1.A.nonSL7-1
KhC4,4061838,4061870,4061852,-,intergenic,KH.C4.197,KH.C4.197.v1.A.nonSL3-1
KhS521,9005,9060,9022,+,intergenic,KH.S521.7,KH.S521.7.v1.A.ND2-1
KhS675,22717,22782,22782,-,intergenic,KH.S675.3,KH.S675.3.v2.A.ND2-1
KhC5,4337867,4337915,4337895,+,intergenic,KH.C5.32,KH.C5.32.v3.A.ND4-2
KhS575,42620,42622,42620,+,intergenic,No_transcripts,No_transcripts
KhC5,1386260,1386275,1386260,-,intergenic,KH.C5.320,KH.C5.320.v1.A.nonSL4-1
KhC1,6664810,6664835,6664830,+,intergenic,KH.C1.182,KH.C1.182.v1.A.nonSL9-1
KhC3,5079606,5079667,5079639,-,TSS,KH.C3.820,KH.C3.820.v1.C.nonSL9-1
KhC13,350927,350934,350927,+,TSS,KH.C13.127,KH.C13.127.v1.A.nonSL8-1
KhC3,3875093,3875103,3875099,-,5UTR,KH.C3.166,KH.C3.166.v1.C.ND1-1
KhL71,112191,112196,112191,-,TSS,KH.L71.1,KH.L71.1.v1.A.nonSL5-1
KhC9,2180235,2180248,2180244,-,TSS,KH.C9.803,KH.C9.803.v1.B.nonSL7-1
KhC12,4372441,4372465,4372441,+,intergenic,KH.C12.415,KH.C12.415.v1.A.nonSL6-1
KhC12,2888927,2888967,2888952,+,TSS,KH.C12.341,KH.C12.341.v1.A.ND1-1
KhL170,726331,726353,726353,+,intron,KH.L170.47,KH.L170.47.v2.A.nonSL8-1
KhC1,8495999,8496011,8495999,+,intergenic,KH.C1.549,KH.C1.549.v2.A.nonSL2-1
KhC3,1055670,1055677,1055670,+,TSS,KH.C3.798,KH.C3.798.v1.C.nonSL3-1
KhL95,54568,54609,54573,+,TSS,KH.L95.8,KH.L95.8.v1.A.ND1-1
KhC8,4611746,4611870,4611870,+,TSS,KH.C8.706,KH.C8.706.v1.A.ND1-1
KhL22,91445,91448,91445,-,intergenic,KH.L22.67,KH.L22.67.v1.A.ND1-1
KhC9,5569856,5569889,5569861,-,intron,KH.C9.451,KH.C9.451.v1.A.SL2-1
KhC10,1035485,1035549,1035534,+,TSS,KH.C10.345,KH.C10.345.v1.A.nonSL5-1
KhC4,3617309,3617346,3617330,+,TSS,KH.C4.470,KH.C4.470.v1.A.nonSL6-1
KhS1218,5063,5114,5088,-,TSS,KH.S1218.1,KH.S1218.1.v1.A.nonSL2-1
KhC11,2117378,2117422,2117421,-,5UTR,KH.C11.203,KH.C11.203.v1.A.nonSL4-1
KhC4,614937,614966,614955,-,TSS,KH.C4.261,KH.C4.261.v1.A.ND1-1
KhS115,240099,240198,240198,+,TSS,KH.S115.7,KH.S115.7.v1.A.nonSL5-1
KhL99,37059,37108,37080,+,5UTR,KH.L99.3,KH.L99.3.v1.A.nonSL13-1
KhS1075,7525,7594,7580,-,TAS,KH.S1075.1,KH.S1075.1.v1.A.SL1-1
KhC9,630586,630644,630644,-,intergenic,KH.C9.121,KH.C9.121.v1.C.ND1-1
KhC2,6169893,6169927,6169914,-,TSS,KH.C2.795,KH.C2.795.v1.A.nonSL2-1
KhL149,63236,63236,63236,-,TSS,KH.L149.19,KH.L149.19.v1.A.ND1-1
KhL20,287196,287209,287196,-,TSS,KH.L20.22,KH.L20.22.v1.B.nonSL2-1
KhC9,1922900,1922965,1922950,+,TSS,KH.C9.709,KH.C9.709.v1.C.nonSL3-1
KhC1,8671409,8671456,8671436,-,TSS,KH.C1.975,KH.C1.975.v1.A.nonSL2-1
KhC3,538400,538457,538428,-,TSS,KH.C3.694,KH.C3.694.v1.A.nonSL5-1
KhC9,4673344,4673345,4673345,+,TSS,KH.C9.881,KH.C9.881.v1.A.ND1-1
KhC9,2447494,2447507,2447507,-,TSS,KH.C9.795,KH.C9.795.v1.A.nonSL2-1
KhC10,1356427,1356507,1356459,+,TSS,KH.C10.596,KH.C10.596.v1.A.nonSL16-1
KhS2151,2812,2816,2816,-,intergenic,No_transcripts,No_transcripts
KhC3,958237,958280,958272,-,intergenic,KH.C3.774,KH.C3.774.v1.A.ND1-1
KhC11,4843572,4843631,4843603,-,TSS,KH.C11.290,KH.C11.290.v1.A.ND1-1
KhC7,5606961,5606995,5606982,-,TSS,KH.C7.516,KH.C7.516.v1.A.nonSL9-1
KhC5,1138731,1138793,1138748,-,intergenic,KH.C5.447,KH.C5.447.v1.A.ND2-1
KhL20,74656,74659,74659,-,TSS,KH.L20.19,KH.L20.19.v2.A.ND3-1
KhC9,5590616,5590637,5590618,+,TSS,KH.C9.38,KH.C9.38.v3.A.ND4-2
KhC11,2477804,2477805,2477804,+,intergenic,KH.C11.398,KH.C11.398.v1.A.ND1-1
KhL139,193815,193877,193815,+,TSS,KH.L139.13,KH.L139.13.v1.A.nonSL10-1
KhS1531,3489,3568,3566,+,TSS,KH.S1531.4,KH.S1531.4.v1.A.nonSL5-1
KhC11,1355971,1356031,1355987,+,TAS,KH.C11.195,KH.C11.195.v2.A.SL2-1
